1000 2658
195 347
70 195 20
70 347 76
71 195 10
71 347 81
72 195 30
72 625 24
72 904 55
73 195 61
73 375 38
73 589 46
74 122 18
74 195 26
74 343 1
74 347 57
74 610 65
75 347 98
75 597 49
76 195 5
76 347 51
76 484 51
77 195 77
77 347 13
77 603 55
77 997 98
78 195 5
78 347 82
78 680 49
79 195 66
79 347 79
79 814 100
80 195 10
80 237 30
80 332 54
80 347 84
80 611 48
81 137 8
81 347 74
81 418 23
82 195 6
82 347 77
83 195 54
83 225 25
83 347 31
84 265 67
84 347 1
84 797 45
85 195 71
85 347 86
85 410 17
85 492 99
85 535 56
85 546 34
85 685 58
85 870 77
85 919 79
86 195 67
86 347 58
87 195 12
87 347 79
87 844 15
87 856 20
88 195 38
88 347 34
88 540 92
88 728 21
89 246 63
89 469 34
89 880 98
90 195 32
90 347 89
91 195 90
91 347 74
92 195 78
92 347 5
93 195 59
94 195 1
94 347 55
95 195 61
95 245 16
95 347 48
95 705 81
95 828 31
96 192 56
96 195 47
96 265 8
96 520 39
96 613 1
97 347 27
97 751 36
97 932 58
97 942 14
98 195 15
98 347 94
99 195 61
99 347 55
99 549 19
100 195 58
100 272 86
100 347 30
100 811 16
101 195 64
101 399 3
101 789 18
102 195 44
102 229 20
102 347 68
103 195 48
103 273 70
103 347 96
103 979 4
104 195 74
104 316 4
104 347 49
104 649 86
104 688 59
105 195 60
105 210 7
105 347 31
106 135 25
106 195 33
106 347 74
106 821 4
107 347 98
107 481 21
107 838 51
107 945 32
108 120 81
108 151 4
108 195 1
108 347 21
108 776 34
109 195 59
109 347 4
109 489 77
109 749 51
110 347 35
110 730 81
111 195 80
111 333 33
111 693 75
112 195 50
112 329 43
112 347 50
113 313 72
113 347 11
113 812 80
113 986 84
114 195 71
114 262 41
114 283 24
114 313 51
114 347 72
115 195 30
115 347 19
115 870 47
115 983 100
116 195 31
116 347 22
116 442 77
117 126 25
117 195 45
117 347 59
117 935 97
118 195 72
118 347 65
119 148 61
119 195 99
119 274 52
119 457 41
119 719 4
119 776 52
120 195 2
120 339 6
120 345 81
120 347 19
121 347 75
121 458 50
122 164 14
122 219 21
122 347 26
122 839 13
123 347 84
123 390 89
124 195 18
124 347 9
124 653 51
125 195 25
125 347 96
126 195 58
126 347 12
126 388 91
127 195 67
127 347 11
127 395 94
128 195 54
128 347 66
128 867 61
129 195 43
129 347 4
129 537 53
130 195 8
130 347 42
130 555 11
131 195 1
131 298 100
131 347 28
131 406 72
132 195 88
132 347 15
132 491 26
133 195 42
133 347 18
134 195 49
134 347 43
134 423 16
134 647 75
134 648 46
135 195 74
135 255 21
135 319 12
135 347 40
136 195 55
136 347 6
136 654 30
137 347 54
137 377 90
137 487 67
138 347 57
138 907 5
139 195 61
139 347 99
139 929 93
140 195 21
140 347 17
140 979 81
141 195 68
141 347 53
142 195 40
142 347 99
142 733 2
143 195 12
143 203 17
143 347 92
143 422 72
143 933 29
143 987 72
144 195 62
144 323 46
144 347 21
145 195 41
145 262 59
145 693 54
146 195 28
146 204 51
146 293 12
146 693 64
146 951 95
147 195 34
147 347 28
148 754 28
148 801 96
148 819 32
149 195 43
149 347 17
149 486 7
150 195 16
150 347 25
150 348 2
150 881 98
150 969 62
151 195 4
151 347 25
151 608 9
152 195 37
152 347 82
153 195 16
153 347 11
154 176 17
154 195 6
154 347 74
154 490 82
154 609 21
154 676 92
155 195 70
155 347 66
156 195 28
156 347 37
156 656 29
157 303 26
157 347 85
158 195 68
158 347 50
158 522 77
159 347 47
159 407 77
160 257 67
160 347 68
160 496 21
161 195 85
161 347 92
162 195 11
162 347 59
162 601 12
162 943 45
163 195 19
163 347 19
163 701 35
164 195 26
164 347 68
165 195 90
165 281 19
165 347 15
165 540 26
166 195 19
166 347 29
166 616 30
166 849 35
167 195 28
167 347 41
167 929 55
168 195 41
168 335 97
168 446 36
168 797 84
169 195 49
169 347 66
170 195 12
170 347 53
170 931 65
171 195 77
171 225 38
171 347 76
171 549 46
172 195 11
172 347 16
172 441 93
172 446 11
172 975 48
173 195 38
173 305 100
173 347 48
173 449 16
174 195 94
174 347 80
175 341 30
175 347 65
175 919 80
176 195 2
176 273 26
176 347 90
176 979 59
177 195 34
177 334 1
177 347 90
177 462 71
177 921 18
178 195 47
178 318 39
178 347 44
179 195 39
179 347 37
179 888 22
180 195 20
180 347 97
181 195 48
181 347 89
181 440 60
181 674 88
182 195 36
182 347 36
182 348 13
182 533 85
183 265 90
183 347 85
183 667 35
183 742 68
183 782 20
184 195 16
184 347 46
184 401 77
185 195 62
185 347 26
185 517 20
186 189 32
186 347 4
186 413 99
186 513 99
187 195 40
187 242 5
187 347 4
187 477 80
188 195 66
188 347 92
188 954 8
189 340 25
189 347 66
190 195 22
190 347 55
191 195 7
191 347 51
192 195 4
192 693 33
192 837 33
192 867 42
192 968 55
193 195 78
193 203 18
193 347 1
193 975 90
194 195 66
194 347 48
194 920 23
195 196 80
195 198 18
195 200 17
195 201 49
195 202 63
195 203 30
195 204 40
195 205 9
195 206 4
195 207 58
195 208 62
195 209 53
195 210 67
195 211 22
195 212 58
195 213 97
195 214 56
195 215 31
195 217 95
195 218 56
195 219 22
195 220 13
195 221 94
195 222 28
195 223 33
195 224 45
195 225 92
195 226 99
195 227 53
195 228 57
195 229 71
195 230 4
195 231 40
195 232 15
195 233 100
195 236 67
195 237 36
195 239 22
195 240 44
195 241 53
195 242 87
195 243 20
195 244 51
195 245 11
195 247 24
195 248 70
195 249 6
195 250 44
195 251 12
195 252 32
195 253 93
195 254 17
195 255 100
195 256 72
195 258 40
195 259 71
195 261 37
195 262 92
195 263 58
195 264 34
195 267 29
195 268 78
195 269 11
195 270 84
195 272 77
195 273 90
195 274 92
195 275 35
195 276 12
195 278 5
195 281 27
195 282 92
195 283 91
195 284 23
195 285 65
195 286 91
195 287 85
195 288 14
195 289 42
195 290 28
195 291 80
195 293 85
195 295 38
195 296 71
195 297 62
195 299 82
195 300 66
195 301 3
195 302 33
195 305 33
195 306 55
195 307 60
195 308 48
195 309 78
195 310 63
195 311 11
195 313 20
195 314 51
195 316 78
195 317 42
195 318 37
195 320 21
195 321 100
195 322 13
195 323 60
195 324 57
195 325 91
195 326 53
195 327 49
195 328 15
195 329 45
195 330 19
195 331 51
195 332 2
195 333 96
195 334 22
195 335 32
195 336 2
195 338 46
195 339 62
195 342 58
195 344 11
195 345 29
195 346 6
195 348 74
195 349 38
195 350 70
195 351 97
195 352 4
195 353 22
195 354 76
195 355 19
195 356 1
195 357 90
195 358 63
195 359 55
195 360 64
195 361 44
195 362 90
195 363 51
195 364 36
195 365 16
195 366 65
195 367 95
195 368 64
195 369 59
195 371 53
195 372 93
195 373 17
195 374 15
195 376 21
195 378 61
195 380 51
195 381 69
195 382 42
195 383 48
195 385 97
195 386 88
195 387 2
195 388 35
195 389 29
195 392 72
195 393 49
195 394 76
195 395 54
195 396 72
195 397 30
195 398 94
195 399 20
195 400 72
195 401 21
195 402 65
195 403 80
195 404 31
195 405 11
195 406 81
195 408 14
195 409 43
195 410 39
195 411 83
195 412 45
195 413 29
195 414 94
195 416 76
195 417 81
195 418 1
195 419 97
195 421 48
195 422 71
195 423 88
195 425 44
195 426 34
195 427 53
195 428 62
195 429 25
195 430 1
195 433 81
195 435 79
195 436 58
195 437 24
195 438 99
195 439 15
195 440 46
195 441 63
195 442 10
195 443 11
195 444 50
195 446 19
195 447 91
195 448 56
195 449 44
195 450 56
195 451 86
195 453 35
195 454 76
195 455 22
195 456 52
195 457 27
195 459 52
195 460 60
195 461 84
195 462 15
195 463 38
195 465 80
195 466 99
195 467 1
195 468 38
195 469 86
195 470 79
195 471 85
195 472 43
195 473 16
195 474 61
195 475 68
195 477 41
195 478 8
195 479 67
195 480 29
195 482 63
195 483 64
195 484 70
195 485 91
195 486 24
195 487 79
195 489 14
195 490 62
195 491 11
195 492 41
195 493 79
195 494 1
195 495 95
195 497 8
195 499 57
195 500 52
195 501 87
195 502 32
195 503 45
195 504 40
195 507 77
195 508 85
195 509 53
195 510 9
195 511 15
195 512 55
195 515 20
195 516 29
195 517 72
195 518 71
195 519 64
195 520 48
195 521 25
195 522 44
195 524 55
195 525 9
195 526 82
195 527 53
195 529 89
195 531 64
195 532 60
195 533 20
195 535 80
195 536 57
195 537 62
195 538 88
195 539 54
195 540 100
195 541 89
195 542 45
195 543 81
195 544 67
195 545 84
195 546 75
195 547 37
195 548 10
195 549 68
195 550 35
195 551 40
195 552 85
195 553 52
195 554 50
195 555 67
195 556 68
195 557 11
195 559 90
195 560 28
195 561 74
195 562 82
195 564 96
195 567 37
195 568 75
195 569 36
195 570 32
195 571 73
195 572 29
195 574 99
195 575 71
195 576 88
195 577 98
195 578 90
195 580 47
195 581 91
195 582 12
195 583 13
195 584 64
195 585 13
195 587 82
195 589 52
195 590 31
195 591 22
195 593 14
195 595 29
195 598 51
195 599 1
195 600 60
195 603 55
195 604 93
195 605 95
195 606 31
195 607 33
195 608 60
195 609 78
195 611 80
195 612 33
195 613 73
195 614 84
195 615 82
195 616 54
195 617 23
195 618 22
195 619 57
195 620 19
195 621 92
195 622 1
195 623 97
195 624 21
195 625 5
195 626 100
195 628 30
195 629 45
195 630 76
195 631 71
195 632 17
195 633 100
195 634 81
195 635 19
195 636 89
195 637 53
195 639 29
195 641 1
195 642 63
195 643 41
195 644 50
195 646 86
195 647 84
195 648 16
195 649 60
195 650 79
195 651 60
195 652 62
195 653 83
195 654 49
195 656 55
195 657 41
195 658 82
195 660 71
195 661 29
195 663 52
195 664 45
195 665 70
195 666 96
195 668 70
195 669 11
195 670 73
195 672 24
195 673 26
195 675 20
195 676 51
195 679 32
195 680 44
195 681 47
195 682 70
195 683 71
195 684 95
195 685 11
195 686 93
195 687 65
195 688 25
195 689 62
195 690 20
195 691 21
195 692 63
195 693 62
195 694 26
195 695 35
195 696 50
195 697 91
195 698 23
195 700 61
195 701 94
195 702 29
195 704 23
195 705 82
195 707 67
195 708 69
195 709 24
195 710 23
195 711 40
195 712 18
195 713 94
195 714 65
195 715 79
195 716 57
195 717 72
195 718 42
195 719 56
195 720 37
195 721 90
195 722 29
195 723 21
195 725 3
195 726 13
195 727 17
195 728 48
195 729 47
195 731 52
195 732 73
195 733 12
195 735 24
195 736 37
195 737 6
195 738 8
195 739 34
195 740 67
195 741 54
195 744 13
195 745 26
195 746 41
195 747 54
195 749 58
195 750 34
195 752 96
195 753 40
195 755 52
195 756 59
195 757 95
195 758 61
195 759 39
195 760 30
195 761 76
195 762 99
195 763 93
195 764 34
195 765 63
195 766 77
195 767 37
195 768 47
195 769 74
195 770 65
195 771 85
195 772 93
195 774 20
195 775 43
195 776 29
195 777 60
195 778 63
195 779 46
195 780 17
195 781 28
195 784 73
195 785 49
195 786 1
195 787 71
195 788 99
195 789 93
195 792 46
195 793 29
195 794 1
195 798 44
195 799 93
195 800 64
195 802 84
195 803 73
195 804 2
195 805 10
195 806 22
195 807 87
195 808 14
195 809 70
195 810 32
195 811 58
195 812 20
195 813 87
195 814 57
195 815 17
195 816 55
195 818 55
195 820 15
195 821 16
195 822 38
195 823 67
195 824 98
195 825 78
195 826 61
195 827 13
195 828 92
195 831 32
195 832 75
195 833 64
195 834 78
195 835 25
195 836 85
195 837 34
195 842 51
195 843 28
195 844 100
195 845 30
195 846 10
195 847 45
195 848 65
195 849 52
195 850 13
195 851 80
195 852 35
195 853 8
195 854 84
195 856 1
195 857 60
195 858 11
195 859 54
195 860 92
195 861 22
195 862 26
195 863 54
195 864 30
195 865 97
195 867 54
195 869 62
195 870 59
195 871 92
195 872 64
195 873 21
195 874 69
195 875 88
195 878 27
195 879 73
195 881 20
195 882 42
195 883 5
195 884 52
195 885 93
195 886 46
195 887 71
195 888 75
195 889 63
195 890 77
195 891 18
195 892 27
195 893 14
195 895 45
195 896 72
195 897 80
195 898 36
195 899 30
195 900 89
195 902 49
195 903 79
195 904 18
195 905 24
195 906 39
195 907 9
195 908 30
195 909 27
195 910 69
195 911 7
195 913 100
195 914 56
195 915 30
195 916 77
195 917 89
195 918 97
195 920 20
195 921 65
195 922 38
195 923 17
195 924 19
195 925 92
195 927 84
195 928 99
195 929 21
195 930 49
195 931 62
195 933 52
195 934 19
195 935 78
195 936 47
195 937 62
195 938 79
195 939 29
195 940 64
195 941 36
195 942 7
195 943 9
195 944 69
195 947 80
195 948 20
195 949 24
195 950 78
195 951 93
195 952 54
195 953 79
195 954 54
195 955 96
195 956 72
195 957 76
195 958 5
195 959 63
195 960 33
195 961 20
195 962 32
195 963 36
195 964 69
195 965 69
195 966 11
195 967 35
195 968 71
195 969 79
195 970 66
195 971 46
195 972 80
195 973 76
195 975 28
195 976 88
195 977 64
195 978 38
195 979 67
195 981 35
195 982 84
195 983 76
195 984 85
195 985 56
195 987 57
195 988 100
195 989 65
195 990 94
195 992 87
195 993 34
195 994 25
195 995 48
195 996 95
195 997 31
195 998 68
195 999 66
195 1000 11
196 347 83
197 347 6
197 498 15
197 530 53
198 347 42
198 472 86
198 811 92
199 375 7
199 528 61
199 980 61
200 347 13
200 385 4
200 409 31
201 347 86
202 347 1
203 375 86
203 715 68
204 347 85
204 435 89
205 347 1
205 689 87
206 347 1
207 347 96
208 278 100
208 347 3
209 347 29
210 307 84
210 347 18
211 347 37
211 639 3
211 766 90
211 779 79
212 347 26
212 833 90
212 977 23
213 347 96
214 347 6
214 804 20
215 347 92
215 632 22
215 824 75
216 347 15
216 980 63
217 347 7
217 832 84
218 333 27
218 692 20
219 347 2
219 593 31
220 347 45
220 987 76
221 588 59
222 347 63
222 660 32
223 716 37
224 347 21
224 369 9
224 747 25
225 315 48
225 347 9
226 274 12
226 347 98
226 425 1
227 347 15
228 317 97
228 347 100
229 307 46
229 347 34
230 347 63
230 852 40
231 347 55
231 950 22
232 347 87
232 762 37
233 882 11
234 347 63
234 610 74
234 730 94
235 347 36
236 347 89
236 503 72
236 899 39
237 347 22
237 578 92
238 347 14
238 579 61
238 614 58
238 804 93
239 347 44
239 364 76
240 347 69
240 365 14
240 886 16
241 347 37
242 347 92
243 347 48
244 347 70
244 835 33
245 347 35
245 538 29
246 706 44
246 782 80
246 875 7
247 347 55
247 382 8
248 347 38
248 363 4
248 792 22
249 347 48
250 347 35
251 305 50
251 347 17
252 347 60
252 995 39
253 347 51
254 347 84
254 389 87
255 347 97
256 323 86
256 347 25
256 653 23
256 833 64
257 347 82
258 605 13
259 460 52
259 859 3
259 916 96
260 313 37
260 347 55
260 602 9
260 974 81
261 347 32
261 765 31
262 347 96
262 730 15
263 347 13
263 482 37
263 899 38
264 342 10
264 568 86
265 347 20
266 347 82
266 566 11
266 719 9
267 347 10
267 532 40
267 785 68
267 938 20
268 324 67
268 347 100
269 347 21
269 718 16
269 935 78
270 281 23
270 347 43
271 303 81
271 337 82
271 513 86
271 596 31
271 759 26
272 347 37
272 536 95
272 827 46
272 921 3
273 347 34
274 347 81
274 873 57
275 347 35
275 449 18
275 779 82
276 347 82
276 511 59
276 975 6
277 586 93
277 677 61
278 287 52
278 347 2
279 291 43
279 347 45
279 379 36
279 390 56
280 340 73
280 347 44
281 347 23
281 994 14
282 347 42
282 515 82
282 525 80
283 347 19
283 982 61
284 347 30
285 347 56
286 347 83
286 969 65
287 347 33
287 758 14
287 870 96
288 347 29
288 947 5
289 317 56
289 347 12
290 347 82
291 347 11
292 347 5
292 945 52
293 347 17
293 499 62
293 699 65
293 993 6
294 347 23
294 638 14
294 965 44
294 986 37
295 740 19
295 895 95
296 347 89
296 807 44
297 347 40
297 479 3
297 917 44
298 347 71
298 748 20
298 946 13
298 974 18
299 347 33
299 523 83
300 347 98
300 610 60
301 347 74
301 350 91
302 347 20
303 347 11
304 347 12
304 370 16
304 791 79
304 877 43
305 347 46
305 436 71
306 413 63
306 606 9
306 715 84
306 841 100
307 347 10
308 347 14
309 347 51
309 790 52
309 924 66
310 347 3
310 403 18
311 446 54
311 563 100
312 347 17
312 945 85
313 347 70
313 664 43
314 347 4
315 347 16
315 445 30
315 485 58
315 711 83
315 783 65
315 819 53
316 347 55
316 606 27
317 347 28
317 644 56
317 738 60
318 347 53
319 347 87
319 384 23
320 347 30
320 850 87
321 347 50
321 419 80
321 560 99
322 496 91
323 347 4
323 848 87
324 347 44
324 425 28
324 595 86
324 719 99
324 856 88
324 936 18
325 347 32
326 417 77
326 663 62
326 889 64
327 347 15
327 845 84
328 351 33
328 702 23
329 347 12
329 413 92
329 772 72
330 347 43
330 554 34
331 347 54
331 692 31
332 347 81
332 520 5
332 968 16
334 347 88
334 402 11
334 653 82
334 971 59
335 347 87
335 744 34
336 347 41
336 350 60
336 818 37
337 597 63
337 906 39
338 347 55
338 917 27
339 347 27
339 774 13
339 924 96
340 347 22
340 453 78
340 505 42
340 773 59
341 347 55
341 565 21
342 597 98
342 995 28
343 347 52
344 347 63
345 347 33
346 347 38
346 381 5
347 348 58
347 350 6
347 352 8
347 353 44
347 354 59
347 357 40
347 358 44
347 359 98
347 360 82
347 361 66
347 362 58
347 363 6
347 364 18
347 365 13
347 366 25
347 367 85
347 369 60
347 370 100
347 371 17
347 372 41
347 373 52
347 376 47
347 377 23
347 378 94
347 380 16
347 381 50
347 382 62
347 383 50
347 384 32
347 385 97
347 386 24
347 388 97
347 390 45
347 391 51
347 392 39
347 393 32
347 394 60
347 395 36
347 397 66
347 398 2
347 399 88
347 400 38
347 401 49
347 402 21
347 403 25
347 404 95
347 405 76
347 406 4
347 408 90
347 409 87
347 410 46
347 411 44
347 412 58
347 414 33
347 418 62
347 419 79
347 421 5
347 422 3
347 423 32
347 424 21
347 425 87
347 426 31
347 428 44
347 429 68
347 430 49
347 431 45
347 432 18
347 433 50
347 434 26
347 435 74
347 436 64
347 437 17
347 438 81
347 439 49
347 440 80
347 441 58
347 442 15
347 443 6
347 444 90
347 445 8
347 447 6
347 449 28
347 450 15
347 451 16
347 452 9
347 453 98
347 454 50
347 455 96
347 456 30
347 457 27
347 458 67
347 459 99
347 460 86
347 461 63
347 462 19
347 463 54
347 466 80
347 467 4
347 468 84
347 471 24
347 472 60
347 473 22
347 474 75
347 475 35
347 476 76
347 477 3
347 479 37
347 480 80
347 483 16
347 484 51
347 485 14
347 486 51
347 487 93
347 489 49
347 490 84
347 491 82
347 492 48
347 493 9
347 494 7
347 495 79
347 497 7
347 498 68
347 499 15
347 500 11
347 501 71
347 502 59
347 503 18
347 504 47
347 505 5
347 506 57
347 507 64
347 508 38
347 509 99
347 510 35
347 511 57
347 514 9
347 515 13
347 516 14
347 517 81
347 519 25
347 521 5
347 523 14
347 524 74
347 525 63
347 529 80
347 530 78
347 531 70
347 532 48
347 533 32
347 534 54
347 535 34
347 536 40
347 538 21
347 540 95
347 541 98
347 542 25
347 543 72
347 545 59
347 546 21
347 548 49
347 549 19
347 550 2
347 551 18
347 552 93
347 554 14
347 556 81
347 557 57
347 558 41
347 559 95
347 560 69
347 561 71
347 562 64
347 564 50
347 565 35
347 566 26
347 567 72
347 570 92
347 571 51
347 572 18
347 573 11
347 574 55
347 575 26
347 576 2
347 577 95
347 578 93
347 579 35
347 580 71
347 581 47
347 582 88
347 583 22
347 584 66
347 585 90
347 587 72
347 591 66
347 593 61
347 594 11
347 595 76
347 598 10
347 599 95
347 600 24
347 601 35
347 602 75
347 604 15
347 606 95
347 607 24
347 608 76
347 609 78
347 610 58
347 611 28
347 614 23
347 615 75
347 616 73
347 617 40
347 618 40
347 619 84
347 620 18
347 621 31
347 624 91
347 626 7
347 627 97
347 628 13
347 629 96
347 630 39
347 631 17
347 632 22
347 633 85
347 634 28
347 635 79
347 636 61
347 637 73
347 639 88
347 640 36
347 641 82
347 642 27
347 643 95
347 644 31
347 645 96
347 646 59
347 647 20
347 648 13
347 649 44
347 650 13
347 652 7
347 653 29
347 654 94
347 656 27
347 657 27
347 658 27
347 659 34
347 660 82
347 661 97
347 662 93
347 664 62
347 666 10
347 667 78
347 668 25
347 669 23
347 670 41
347 671 53
347 672 16
347 673 81
347 674 93
347 675 52
347 676 53
347 678 74
347 679 78
347 680 18
347 681 27
347 682 66
347 683 62
347 684 40
347 685 50
347 686 8
347 688 20
347 689 31
347 690 77
347 691 26
347 694 82
347 696 28
347 697 60
347 698 98
347 699 94
347 700 26
347 701 30
347 702 23
347 703 49
347 704 54
347 705 80
347 706 69
347 707 28
347 708 25
347 709 32
347 710 78
347 711 7
347 713 1
347 714 73
347 715 2
347 717 31
347 718 99
347 720 78
347 721 50
347 722 95
347 723 28
347 724 53
347 725 60
347 726 78
347 727 71
347 728 52
347 729 25
347 730 85
347 731 21
347 732 16
347 733 20
347 734 78
347 735 96
347 736 96
347 737 65
347 738 1
347 739 19
347 741 18
347 742 24
347 744 18
347 745 55
347 746 69
347 747 88
347 748 76
347 749 14
347 750 23
347 751 58
347 752 17
347 753 83
347 754 43
347 757 63
347 758 9
347 760 41
347 761 6
347 762 71
347 763 7
347 764 2
347 765 20
347 766 21
347 767 63
347 768 18
347 770 36
347 771 53
347 772 95
347 773 36
347 774 11
347 775 32
347 777 64
347 778 52
347 779 48
347 781 52
347 783 11
347 784 50
347 785 48
347 787 35
347 788 49
347 790 24
347 791 89
347 792 72
347 793 33
347 794 60
347 795 57
347 796 46
347 797 3
347 798 24
347 799 90
347 800 20
347 802 95
347 803 87
347 804 8
347 805 93
347 806 1
347 807 47
347 808 2
347 809 66
347 811 45
347 812 57
347 813 75
347 814 18
347 815 76
347 816 96
347 818 67
347 820 65
347 821 92
347 822 92
347 823 41
347 824 57
347 825 60
347 826 98
347 827 98
347 828 10
347 830 64
347 831 23
347 832 86
347 833 100
347 834 20
347 835 21
347 836 93
347 838 49
347 839 54
347 840 77
347 842 77
347 843 34
347 844 98
347 845 94
347 846 4
347 847 9
347 848 75
347 849 67
347 850 4
347 852 31
347 853 82
347 854 87
347 855 26
347 856 70
347 857 26
347 858 59
347 860 86
347 861 100
347 862 22
347 863 15
347 864 61
347 865 57
347 866 73
347 867 54
347 868 54
347 869 76
347 870 82
347 871 56
347 872 63
347 873 49
347 874 46
347 876 53
347 877 71
347 878 32
347 881 1
347 884 64
347 885 48
347 886 20
347 887 71
347 888 2
347 890 60
347 891 83
347 893 80
347 894 97
347 897 30
347 898 2
347 899 57
347 900 31
347 901 82
347 902 21
347 903 63
347 904 52
347 905 46
347 907 71
347 908 55
347 909 58
347 911 94
347 912 16
347 913 9
347 914 62
347 915 67
347 916 74
347 917 79
347 919 87
347 920 31
347 921 53
347 922 27
347 923 80
347 924 11
347 925 33
347 927 52
347 928 73
347 929 2
347 930 88
347 931 80
347 932 9
347 933 38
347 934 37
347 935 3
347 936 79
347 937 24
347 938 89
347 939 75
347 940 10
347 941 97
347 942 24
347 944 63
347 945 24
347 946 47
347 947 80
347 948 56
347 949 75
347 950 23
347 951 32
347 952 58
347 953 72
347 954 80
347 955 95
347 956 28
347 957 57
347 958 37
347 959 17
347 960 48
347 961 14
347 962 85
347 963 58
347 964 61
347 966 58
347 967 1
347 969 37
347 970 14
347 971 34
347 972 76
347 973 11
347 974 63
347 975 67
347 977 7
347 978 9
347 979 8
347 980 74
347 981 38
347 982 97
347 983 56
347 984 25
347 985 67
347 986 9
347 987 34
347 988 62
347 989 58
347 990 72
347 991 77
347 992 15
347 993 15
347 994 90
347 996 36
347 997 60
347 998 39
347 999 95
347 1000 61
348 581 28
348 785 44
349 435 43
349 464 56
349 565 22
350 540 12
350 945 81
351 482 13
351 554 10
352 960 91
353 716 84
353 765 46
354 376 39
354 426 35
355 427 39
355 569 65
355 923 82
355 996 41
356 482 51
356 544 19
356 851 76
356 943 99
359 694 75
359 818 88
360 615 43
360 927 89
362 550 21
362 744 83
363 960 6
364 533 35
364 632 21
364 871 47
365 380 4
367 964 21
368 892 51
368 995 76
371 696 63
371 960 43
372 635 71
373 602 39
374 464 43
374 527 16
375 743 36
376 835 78
376 933 35
377 839 68
377 868 75
377 946 81
378 697 91
378 913 97
379 801 7
379 837 82
379 976 44
380 650 73
381 507 56
382 837 39
383 436 76
384 751 21
384 790 76
384 894 87
386 462 98
387 665 6
389 995 38
391 534 96
391 912 84
395 562 96
395 973 77
396 525 84
396 555 83
397 460 28
398 593 52
399 886 100
400 854 6
401 874 52
401 997 78
403 428 7
406 779 91
407 481 96
407 782 97
410 910 62
412 949 32
413 518 26
413 526 7
414 799 80
414 854 71
415 514 25
415 638 58
415 817 23
416 601 54
416 750 74
416 875 81
417 522 4
418 813 84
419 491 35
420 655 83
420 671 58
420 780 64
421 945 42
422 618 38
423 835 30
424 626 88
424 869 87
424 919 52
425 427 95
425 733 23
425 803 31
427 624 31
427 665 55
428 604 7
430 955 20
431 565 18
