10000 10770
761 988 170
764 989 98
966 990 6
73 991 81
384 992 110
889 993 151
864 994 64
621 995 174
943 996 44
672 997 34
367 998 188
643 999 164
672 1000 88
711 1001 29
310 1002 118
529 1003 10
882 1004 132
871 1005 92
385 1006 157
367 1007 214
999 1008 240
495 1009 190
656 1010 16
614 1011 72
820 1012 41
139 1013 196
747 1014 170
851 1015 114
734 1016 39
382 1017 150
235 1018 131
438 1019 72
905 1020 158
436 1021 214
328 1022 33
965 1023 236
567 1024 71
582 1025 76
372 1026 142
868 1027 256
736 1028 134
209 1029 54
934 1030 62
119 1031 18
104 1032 17
667 1033 148
849 1034 24
811 1035 156
982 1036 143
904 1037 60
244 1038 158
539 1039 220
300 1040 10
446 1041 48
632 1042 25
12 1043 140
586 1044 245
535 1045 236
524 1046 76
761 1047 79
661 1048 2
658 1049 213
1020 1050 44
838 1051 242
417 1052 92
81 1053 159
810 1054 192
882 1055 109
701 1056 74
264 1057 191
165 1058 110
322 1059 63
433 1060 182
868 1061 123
630 1062 212
1061 1063 212
590 1064 66
979 1065 78
153 1066 222
982 1067 34
681 1068 200
192 1069 90
706 1070 210
961 1071 194
909 1072 142
686 1073 66
997 1074 247
753 1075 198
126 1076 248
79 1077 41
7 1078 28
806 1079 160
725 1080 164
511 1081 138
890 1082 214
214 1083 192
498 1084 226
348 1085 42
510 1086 138
517 1087 79
529 1088 252
400 1089 132
1081 1090 104
433 1091 114
385 1092 58
535 1093 34
295 1094 27
794 1095 156
746 1096 19
261 1097 94
732 1098 66
453 1099 162
651 1100 143
1002 1101 250
1027 1102 119
1072 1103 84
388 1104 195
892 1105 142
427 1106 207
725 1107 204
150 1108 122
182 1109 118
632 1110 166
546 1111 161
944 1112 112
621 1113 36
256 1114 104
1016 1115 193
1042 1116 234
723 1117 229
671 1118 154
1068 1119 24
694 1120 100
520 1121 74
630 1122 240
296 1123 242
884 1124 66
124 1125 38
11 1126 249
641 1127 51
256 1128 68
1071 1129 86
130 1130 170
141 1131 91
174 1132 202
663 1133 149
669 1134 32
502 1135 40
217 1136 192
474 1137 21
646 1138 60
929 1139 150
453 1140 228
665 1141 110
546 1142 128
783 1143 76
151 1144 243
191 1145 216
937 1146 14
340 1147 98
961 1148 38
749 1149 112
923 1150 18
770 1151 134
1120 1152 137
1122 1153 154
565 1154 136
968 1155 112
853 1156 11
969 1157 222
1094 1158 208
817 1159 52
1076 1160 202
597 1161 217
394 1162 59
663 1163 150
306 1164 13
500 1165 124
250 1166 16
1140 1167 244
669 1168 250
238 1169 94
1159 1170 13
1094 1171 30
978 1172 110
1036 1173 19
1140 1174 164
379 1175 27
346 1176 204
852 1177 240
676 1178 220
538 1179 142
703 1180 250
458 1181 206
669 1182 140
536 1183 224
493 1184 178
556 1185 30
1091 1186 221
303 1187 92
245 1188 71
460 1189 208
21 1190 250
1063 1191 72
746 1192 228
335 1193 76
606 1194 107
285 1195 116
548 1196 236
695 1197 38
787 1198 125
644 1199 208
152 1200 120
626 1201 22
642 1202 35
610 1203 50
810 1204 184
408 1205 232
1176 1206 175
749 1207 222
253 1208 67
278 1209 198
27 1210 203
215 1211 250
1091 1212 212
949 1213 74
815 1214 112
433 1215 252
912 1216 179
283 1217 20
584 1218 171
914 1219 124
501 1220 110
1167 1221 102
1163 1222 2
310 1223 182
930 1224 58
846 1225 204
643 1226 169
996 1227 14
1010 1228 216
211 1229 247
717 1230 16
784 1231 37
1037 1232 94
682 1233 129
556 1234 172
369 1235 225
128 1236 154
1190 1237 27
1168 1238 238
646 1239 173
240 1240 166
735 1241 132
786 1242 14
748 1243 137
340 1244 120
1236 1245 123
1157 1246 30
195 1247 73
140 1248 158
225 1249 2
585 1250 241
1124 1251 24
461 1252 204
449 1253 32
248 1254 198
267 1255 119
697 1256 222
916 1257 238
169 1258 220
748 1259 63
888 1260 252
628 1261 23
1127 1262 124
408 1263 126
678 1264 120
1173 1265 57
836 1266 234
164 1267 145
1182 1268 216
954 1269 107
1065 1270 102
214 1271 222
696 1272 78
1178 1273 201
114 1274 92
237 1275 204
903 1276 10
682 1277 185
543 1278 164
1269 1279 129
1211 1280 170
77 1281 63
730 1282 140
405 1283 64
1083 1284 134
1267 1285 239
735 1286 22
519 1287 68
970 1288 174
561 1289 124
502 1290 236
1038 1291 188
608 1292 185
260 1293 236
845 1294 112
885 1295 142
96 1296 104
835 1297 24
887 1298 136
1103 1299 202
1129 1300 85
481 1301 220
73 1302 159
858 1303 80
868 1304 151
1132 1305 250
1228 1306 145
384 1307 36
755 1308 135
315 1309 172
369 1310 155
1216 1311 54
992 1312 75
826 1313 62
904 1314 150
1283 1315 4
740 1316 193
710 1317 134
1025 1318 182
136 1319 138
1021 1320 210
720 1321 192
605 1322 1
1144 1323 62
428 1324 109
929 1325 158
236 1326 218
894 1327 100
1047 1328 56
1266 1329 98
1027 1330 114
711 1331 220
885 1332 167
1092 1333 44
1318 1334 137
759 1335 30
1013 1336 91
65 1337 224
894 1338 120
826 1339 254
1122 1340 4
1260 1341 176
97 1342 80
533 1343 4
774 1344 250
737 1345 102
310 1346 166
447 1347 174
788 1348 142
236 1349 124
614 1350 246
1176 1351 62
84 1352 203
525 1353 99
1096 1354 6
436 1355 204
895 1356 72
1304 1357 97
766 1358 48
685 1359 113
119 1360 166
1351 1361 206
724 1362 220
384 1363 228
1126 1364 246
450 1365 79
577 1366 168
1027 1367 138
415 1368 150
405 1369 6
100 1370 146
829 1371 78
1175 1372 193
986 1373 238
360 1374 11
771 1375 76
784 1376 182
246 1377 118
942 1378 1
778 1379 30
372 1380 23
719 1381 224
497 1382 148
81 1383 11
1020 1384 166
1160 1385 38
619 1386 185
1000 1387 18
922 1388 103
816 1389 220
540 1390 80
1078 1391 183
486 1392 242
237 1393 212
1234 1394 104
383 1395 217
1255 1396 14
563 1397 80
1349 1398 20
1061 1399 73
1231 1400 60
1234 1401 28
166 1402 160
402 1403 156
627 1404 218
752 1405 130
1373 1406 242
527 1407 44
1407 1408 44
459 1409 186
181 1410 188
997 1411 11
5 1412 22
384 1413 24
1212 1414 32
1348 1415 108
542 1416 220
1215 1417 152
770 1418 98
1036 1419 82
285 1420 246
447 1421 234
1017 1422 50
1088 1423 156
190 1424 48
648 1425 130
284 1426 122
1270 1427 202
1120 1428 223
1383 1429 226
138 1430 43
1309 1431 140
715 1432 101
532 1433 16
908 1434 228
1049 1435 186
1081 1436 201
656 1437 212
1020 1438 235
775 1439 134
511 1440 114
733 1441 248
1181 1442 196
508 1443 34
1428 1444 117
893 1445 158
871 1446 30
1026 1447 17
179 1448 168
1030 1449 196
1259 1450 48
17 1451 42
1348 1452 113
523 1453 108
1401 1454 252
266 1455 214
1169 1456 204
1030 1457 32
990 1458 240
1335 1459 46
1099 1460 126
1220 1461 68
877 1462 209
1407 1463 12
335 1464 120
1445 1465 36
1100 1466 55
391 1467 68
1060 1468 28
625 1469 226
762 1470 39
1331 1471 230
1100 1472 63
736 1473 44
367 1474 220
908 1475 28
684 1476 187
649 1477 178
371 1478 228
642 1479 46
1445 1480 107
834 1481 8
761 1482 55
1024 1483 60
1416 1484 163
992 1485 22
152 1486 236
843 1487 6
805 1488 173
743 1489 248
713 1490 193
1113 1491 96
1024 1492 2
787 1493 210
1465 1494 184
783 1495 46
660 1496 226
1187 1497 22
1033 1498 164
897 1499 44
1246 1500 236
291 1501 125
479 1502 38
597 1503 35
545 1504 32
963 1505 212
353 1506 164
996 1507 197
45 1508 206
652 1509 59
216 1510 164
1346 1511 235
599 1512 32
865 1513 56
1065 1514 104
1169 1515 244
1133 1516 154
864 1517 38
307 1518 33
538 1519 144
817 1520 132
1464 1521 148
639 1522 136
1393 1523 8
349 1524 118
133 1525 213
1502 1526 136
1019 1527 11
1090 1528 244
581 1529 53
270 1530 202
130 1531 3
1159 1532 220
1018 1533 143
616 1534 150
557 1535 194
252 1536 8
772 1537 58
1063 1538 204
1215 1539 107
370 1540 154
884 1541 50
1355 1542 100
799 1543 168
1424 1544 251
1506 1545 28
1441 1546 121
1153 1547 136
446 1548 43
201 1549 80
399 1550 153
90 1551 166
1223 1552 245
1411 1553 78
161 1554 89
1462 1555 82
168 1556 38
1292 1557 184
276 1558 198
1453 1559 106
1545 1560 168
656 1561 176
340 1562 254
190 1563 218
1065 1564 110
668 1565 170
1369 1566 236
959 1567 201
1534 1568 64
1217 1569 133
1548 1570 238
752 1571 219
781 1572 65
908 1573 76
1088 1574 15
59 1575 48
308 1576 214
1508 1577 6
1286 1578 228
147 1579 177
1416 1580 140
39 1581 173
1073 1582 20
1452 1583 105
197 1584 2
63 1585 159
266 1586 204
973 1587 95
1306 1588 102
1573 1589 127
980 1590 94
1329 1591 174
614 1592 128
606 1593 108
1051 1594 154
822 1595 38
1544 1596 42
672 1597 82
1331 1598 74
62 1599 207
129 1600 52
1345 1601 152
118 1602 232
655 1603 84
396 1604 36
610 1605 114
603 1606 4
652 1607 190
576 1608 165
1293 1609 162
1496 1610 38
125 1611 28
208 1612 80
731 1613 248
1437 1614 252
301 1615 210
1037 1616 168
1227 1617 146
1110 1618 34
929 1619 170
1267 1620 182
1512 1621 239
964 1622 92
1032 1623 254
842 1624 150
994 1625 140
1513 1626 231
1298 1627 136
1620 1628 208
778 1629 22
547 1630 30
1132 1631 110
102 1632 40
657 1633 6
1573 1634 108
708 1635 196
817 1636 182
512 1637 142
823 1638 175
1284 1639 250
1570 1640 58
1608 1641 88
505 1642 68
940 1643 100
449 1644 241
918 1645 160
285 1646 72
1536 1647 16
1222 1648 52
1485 1649 111
228 1650 148
1298 1651 85
1283 1652 71
322 1653 242
734 1654 175
1382 1655 254
1608 1656 214
1181 1657 115
1442 1658 164
1622 1659 123
630 1660 164
1214 1661 146
1568 1662 42
1662 1663 230
1485 1664 126
374 1665 252
1360 1666 16
335 1667 222
899 1668 204
162 1669 202
1488 1670 120
1608 1671 116
1284 1672 28
722 1673 212
1326 1674 50
1395 1675 119
623 1676 156
1016 1677 24
1497 1678 140
839 1679 197
1303 1680 68
927 1681 10
941 1682 183
1335 1683 170
536 1684 177
823 1685 236
1466 1686 6
792 1687 220
1581 1688 209
1279 1689 144
1122 1690 43
988 1691 224
496 1692 31
581 1693 176
1283 1694 205
1450 1695 166
1548 1696 141
1519 1697 202
723 1698 114
840 1699 108
1389 1700 188
576 1701 28
638 1702 124
469 1703 62
996 1704 75
1030 1705 116
1543 1706 82
1491 1707 81
986 1708 198
711 1709 130
548 1710 168
1474 1711 199
663 1712 166
1104 1713 29
40 1714 86
52 1715 218
1455 1716 60
876 1717 104
1054 1718 172
886 1719 101
783 1720 48
403 1721 150
264 1722 108
1038 1723 252
1512 1724 139
173 1725 168
1554 1726 216
1309 1727 106
1669 1728 29
1002 1729 74
1371 1730 239
862 1731 252
793 1732 255
122 1733 242
1064 1734 116
976 1735 234
596 1736 9
806 1737 84
566 1738 150
1393 1739 12
476 1740 230
1580 1741 28
1251 1742 134
846 1743 215
157 1744 118
948 1745 252
1668 1746 170
1277 1747 12
1587 1748 48
1286 1749 84
1743 1750 158
1495 1751 220
1361 1752 169
851 1753 72
608 1754 18
627 1755 140
389 1756 89
555 1757 154
1606 1758 108
638 1759 166
236 1760 207
1279 1761 46
829 1762 176
652 1763 214
759 1764 72
845 1765 224
858 1766 117
146 1767 28
931 1768 35
574 1769 114
1154 1770 211
1718 1771 202
1526 1772 149
665 1773 252
684 1774 41
1357 1775 150
189 1776 75
423 1777 102
1668 1778 144
410 1779 172
1464 1780 92
1517 1781 17
659 1782 94
1702 1783 247
1068 1784 100
197 1785 184
598 1786 122
957 1787 110
1053 1788 226
555 1789 28
1051 1790 124
1743 1791 135
1262 1792 208
1546 1793 124
1529 1794 65
884 1795 198
192 1796 169
698 1797 140
1346 1798 126
656 1799 60
801 1800 241
1367 1801 32
118 1802 221
334 1803 14
338 1804 182
1245 1805 238
611 1806 90
918 1807 46
1309 1808 182
1441 1809 49
627 1810 6
1489 1811 166
883 1812 36
1792 1813 225
235 1814 224
863 1815 194
953 1816 180
1314 1817 58
451 1818 254
399 1819 237
1644 1820 230
987 1821 152
1365 1822 30
808 1823 20
1613 1824 134
961 1825 115
63 1826 46
1702 1827 256
52 1828 158
1766 1829 222
1651 1830 226
854 1831 119
329 1832 6
953 1833 241
911 1834 196
244 1835 194
1132 1836 70
549 1837 73
1550 1838 16
1051 1839 242
1377 1840 216
1190 1841 36
1536 1842 56
173 1843 214
1100 1844 96
814 1845 112
1524 1846 174
733 1847 153
694 1848 60
1798 1849 17
851 1850 134
815 1851 131
975 1852 200
640 1853 79
1534 1854 212
1802 1855 106
961 1856 126
1805 1857 140
1265 1858 23
519 1859 34
423 1860 121
1230 1861 94
918 1862 219
304 1863 124
1764 1864 206
1568 1865 86
1666 1866 231
1626 1867 4
600 1868 122
1457 1869 154
434 1870 137
1516 1871 142
758 1872 215
1102 1873 60
1414 1874 104
1352 1875 65
1033 1876 200
460 1877 220
295 1878 255
1740 1879 140
651 1880 178
227 1881 220
992 1882 153
826 1883 176
1021 1884 200
1882 1885 140
1660 1886 157
1140 1887 160
617 1888 219
1255 1889 192
1172 1890 165
1534 1891 34
1176 1892 138
859 1893 12
1173 1894 233
562 1895 122
1826 1896 216
1711 1897 8
1837 1898 116
437 1899 66
1296 1900 167
3 1901 93
1484 1902 56
1611 1903 146
1828 1904 108
567 1905 14
193 1906 10
433 1907 207
846 1908 60
158 1909 238
586 1910 136
807 1911 186
974 1912 72
858 1913 15
1009 1914 122
1435 1915 57
1063 1916 238
119 1917 128
225 1918 246
603 1919 82
1863 1920 68
1047 1921 109
978 1922 90
825 1923 246
1259 1924 252
1902 1925 43
1485 1926 246
1073 1927 221
1172 1928 68
1378 1929 184
520 1930 86
667 1931 91
849 1932 132
706 1933 51
1615 1934 6
1172 1935 175
1640 1936 36
1273 1937 52
1431 1938 220
904 1939 53
120 1940 54
1878 1941 152
250 1942 66
1029 1943 126
65 1944 83
854 1945 220
713 1946 223
1316 1947 166
1459 1948 222
1861 1949 228
272 1950 240
1504 1951 72
84 1952 62
1688 1953 134
607 1954 14
1464 1955 240
1211 1956 49
572 1957 114
809 1958 141
1952 1959 156
608 1960 49
1090 1961 180
1152 1962 77
408 1963 138
838 1964 199
732 1965 176
662 1966 82
489 1967 150
1292 1968 136
625 1969 60
269 1970 218
1196 1971 34
750 1972 129
1477 1973 98
1320 1974 91
975 1975 62
793 1976 39
1530 1977 4
24 1978 138
1048 1979 38
1751 1980 162
859 1981 200
390 1982 197
673 1983 24
339 1984 62
410 1985 38
534 1986 159
461 1987 114
939 1988 29
223 1989 112
529 1990 115
1882 1991 192
46 1992 47
1684 1993 70
1243 1994 221
719 1995 241
1472 1996 162
1734 1997 110
671 1998 182
1523 1999 39
1465 2000 92
82 2001 193
822 2002 210
958 2003 206
1693 2004 194
985 2005 67
844 2006 26
1063 2007 198
594 2008 248
442 2009 152
1950 2010 77
1412 2011 24
1223 2012 128
1716 2013 116
744 2014 66
993 2015 70
1629 2016 132
1343 2017 42
823 2018 219
1483 2019 8
566 2020 213
636 2021 36
1651 2022 180
1287 2023 132
1660 2024 256
116 2025 223
1459 2026 256
310 2027 232
605 2028 90
1580 2029 109
1511 2030 70
1161 2031 10
1704 2032 96
808 2033 151
608 2034 254
2013 2035 65
1850 2036 40
711 2037 226
209 2038 76
651 2039 234
1546 2040 168
1882 2041 180
892 2042 220
649 2043 71
1473 2044 188
571 2045 139
637 2046 74
1692 2047 201
944 2048 118
1709 2049 163
1185 2050 118
211 2051 13
347 2052 196
1259 2053 23
1011 2054 152
1285 2055 171
650 2056 167
1702 2057 194
993 2058 186
1661 2059 25
848 2060 182
1454 2061 127
1358 2062 256
572 2063 223
678 2064 48
419 2065 99
789 2066 158
773 2067 187
1554 2068 224
531 2069 5
1639 2070 206
2039 2071 202
848 2072 4
667 2073 104
240 2074 150
1389 2075 52
464 2076 120
643 2077 55
317 2078 22
422 2079 17
782 2080 12
1393 2081 35
1593 2082 164
1508 2083 145
1295 2084 56
1622 2085 50
327 2086 112
