10000 99110
2925 265
7 6602 80
7 8025 36
7 8212 7
7 8571 73
7 8817 99
7 9026 96
7 9385 20
8 14 55
8 434 24
8 737 90
8 1109 61
8 1155 6
8 1603 27
8 2486 24
8 2773 7
8 2920 14
8 4198 71
8 4337 39
8 4458 95
8 5353 21
8 5734 45
8 5773 67
8 6097 35
8 7373 27
8 7404 95
8 9501 64
8 9907 39
9 118 45
9 1193 91
9 3199 51
9 3712 60
9 3852 24
9 3986 48
9 4192 86
9 4783 18
9 5387 73
9 5411 40
9 5578 48
9 6166 86
9 6470 97
9 7249 86
9 8209 24
9 8785 21
9 9736 45
9 9871 69
10 421 36
10 501 16
10 740 26
10 954 35
10 1488 43
10 1833 12
10 2598 80
10 3172 53
10 3410 45
10 3884 96
10 3905 19
10 4008 97
10 4545 93
10 5337 16
10 6880 92
10 7527 34
10 8114 70
10 8478 98
10 9149 54
10 9959 48
11 475 26
11 494 11
11 614 63
11 1046 12
11 1237 9
11 1865 78
11 2423 62
11 2549 26
11 3550 36
11 3622 69
11 4119 96
11 4185 77
11 4256 68
11 4746 40
11 4934 75
11 6190 32
11 6382 57
11 6702 2
11 6989 73
11 7034 61
11 7429 95
11 8224 85
11 8912 56
11 9162 90
11 9280 8
11 9908 16
12 1199 94
12 3632 70
12 3674 81
12 3743 56
12 4343 56
12 5475 7
12 5817 64
12 6155 3
12 6452 77
12 6592 9
12 7489 50
12 7789 32
12 8030 45
12 8041 39
12 8802 9
12 9154 98
12 9346 52
12 9876 50
13 250 4
13 1030 32
13 1437 32
13 2097 15
13 2583 20
13 3070 76
13 4133 10
13 4163 81
13 4549 30
13 5077 24
13 5744 55
13 5796 61
13 5886 38
13 5944 46
13 6410 18
13 7067 26
13 7349 1
13 7870 57
13 8851 65
13 9221 98
13 9756 49
14 403 5
14 735 51
14 801 51
14 1168 77
14 1438 13
14 1958 55
14 2042 98
14 3008 5
14 3066 82
14 3631 49
14 3874 66
14 3994 79
14 4931 100
14 5222 10
14 5699 30
14 6426 54
14 6721 84
14 6852 48
14 7226 8
14 7242 74
14 7581 23
14 7582 6
14 7983 77
14 8113 54
14 8438 25
14 8848 31
14 9521 67
15 2376 1
15 2548 45
15 3004 71
15 3086 86
15 3250 17
15 3735 99
15 3923 56
15 5698 34
15 6491 58
15 6834 77
15 8557 79
15 9033 67
15 9299 58
15 9377 12
15 9486 79
15 9651 15
16 1892 20
16 2706 38
16 2785 34
16 2973 92
16 3299 21
16 5885 63
16 6972 34
16 7053 98
16 7251 32
16 8063 89
16 8915 90
16 9209 74
16 9266 78
17 861 5
17 1035 59
17 1323 1
17 2393 55
17 3091 61
17 3411 16
17 4146 48
17 4379 81
17 4483 31
17 5709 56
17 5966 47
17 6136 8
17 6595 39
17 9476 1
18 53 27
18 154 36
18 1871 58
18 1936 14
18 1953 15
18 4269 94
18 4313 61
18 4759 55
18 5574 19
18 6163 58
18 7138 86
18 7564 30
18 7883 16
18 8155 64
18 8449 3
18 8786 18
18 8897 44
18 9243 20
18 9536 68
18 9812 48
18 9935 70
19 462 96
19 1263 4
19 2223 74
19 2347 4
19 3380 49
19 3455 86
19 3466 59
19 3555 60
19 3813 7
19 3915 31
19 4935 25
19 5184 33
19 6174 74
19 6373 4
19 6469 98
19 7194 21
19 7586 51
19 7660 32
19 8163 81
19 8224 4
19 8447 1
19 9027 21
19 9558 34
19 9597 59
20 184 4
20 821 77
20 961 51
20 1033 35
20 1661 81
20 2070 80
20 2728 33
20 2786 75
20 2802 50
20 3282 43
20 3487 50
20 3621 72
20 4585 11
20 4913 80
20 5647 84
20 6708 71
20 6714 41
20 6792 24
20 6881 51
20 7325 72
20 7829 30
20 8288 19
20 9328 47
20 9447 100
20 9517 31
21 143 22
21 602 77
21 874 25
21 1180 45
21 1350 59
21 2313 97
21 2531 72
21 2541 65
21 2922 61
21 3666 99
21 4219 52
21 5539 41
21 7364 4
21 7479 52
21 7610 2
21 7619 6
21 8608 81
21 8630 19
21 8994 75
21 9748 50
22 416 14
22 443 21
22 600 26
22 868 13
22 939 84
22 948 89
22 1009 18
22 2056 9
22 2559 51
22 2565 25
22 4249 96
22 5016 58
22 5769 12
22 6341 91
22 6645 67
22 7332 11
22 7765 94
22 9106 54
23 2086 66
23 2759 61
23 2852 43
23 3164 4
23 4603 53
23 4751 8
23 6491 42
23 6535 11
23 6675 1
23 7511 100
23 8111 28
23 8917 72
23 9098 88
23 9530 15
23 9901 26
24 148 42
24 614 18
24 1548 49
24 2005 43
24 2100 16
24 3564 75
24 3588 46
24 3954 74
24 4162 21
24 5007 12
24 5167 40
24 6790 55
24 6810 6
24 7329 30
24 7679 54
24 8691 90
24 9391 67
24 9646 57
25 686 5
25 923 61
25 970 99
25 1223 93
25 1622 21
25 2826 17
25 3389 81
25 3586 68
25 3631 53
25 4065 40
25 4166 99
25 4496 2
25 5391 12
25 5421 17
25 5856 92
25 6267 72
25 6593 29
25 6953 72
25 7070 62
25 7449 46
25 7704 21
25 8519 41
25 9952 59
26 652 54
26 1838 28
26 2355 51
26 4136 12
26 4436 64
26 4479 95
26 4692 34
26 5163 28
26 5229 28
26 5463 96
26 5565 32
26 6846 43
26 6952 17
26 6991 7
26 8991 16
26 9003 25
26 9985 2
27 202 98
27 632 62
27 1579 4
27 1916 25
27 1953 9
27 2027 37
27 2110 82
27 3149 16
27 3799 11
27 3828 17
27 4558 6
27 4645 74
27 4780 82
27 7532 21
27 7632 92
27 7709 70
27 8058 66
27 8193 28
27 8642 37
27 8731 29
27 9376 26
27 9741 85
28 790 68
28 1663 50
28 2012 77
28 2730 47
28 4058 77
28 4258 67
28 4503 68
28 4750 21
28 5330 85
28 5402 92
28 5415 11
28 5682 59
28 6149 12
28 6837 45
28 7147 19
28 7562 19
28 7735 35
28 7836 26
28 8004 68
28 8076 90
28 8190 19
28 8344 15
28 8962 26
28 8967 19
28 9081 29
29 1309 30
29 2078 35
29 3232 28
29 3823 41
29 3952 55
29 4979 41
29 5557 97
29 6797 36
29 7304 84
29 7320 49
29 7447 66
29 7448 12
29 7731 53
29 8516 65
29 8721 77
29 8847 38
29 9598 76
29 9902 46
29 9934 11
30 361 16
30 716 93
30 1699 11
30 2174 48
30 2886 38
30 2987 100
30 3109 48
30 3111 16
30 3418 94
30 3896 80
30 4000 30
30 4168 65
30 4299 80
30 4325 2
30 5401 26
30 5602 90
30 6003 59
30 6598 34
30 6941 1
30 7550 90
30 7860 71
30 7888 18
30 8578 47
30 8730 39
30 9031 44
30 9261 39
30 9641 37
30 9678 22
31 1178 20
31 1900 97
31 2085 48
31 2330 89
31 2386 60
31 3039 88
31 3186 36
31 3975 36
31 5167 13
31 5502 85
31 5772 90
31 7584 85
31 8732 35
31 9540 68
32 471 20
32 474 16
32 1642 46
32 1911 77
32 2248 62
32 2400 26
32 2841 20
32 3195 32
32 3883 4
32 3970 99
32 4248 99
32 5619 40
32 6033 5
32 6489 4
32 7727 80
32 7859 66
32 7884 92
32 8336 8
32 8376 25
32 8835 66
32 9231 22
32 9846 55
32 9928 7
32 9991 51
33 38 4
33 643 33
33 864 33
33 919 42
33 1610 55
33 1655 78
33 1895 18
33 2060 1
33 3453 90
33 3646 66
33 3970 48
33 4242 23
33 6517 80
33 6608 18
33 6750 17
33 7224 49
33 7550 63
33 8511 30
33 9124 40
33 9451 9
33 9481 4
33 9538 58
33 9828 62
33 9966 53
34 770 67
34 1647 22
34 2023 58
34 2094 97
34 2757 56
34 3172 31
34 3174 95
34 6246 56
34 6615 22
34 8313 13
35 363 94
35 382 28
35 535 33
35 1213 45
35 1700 92
35 3781 99
35 3894 53
35 4098 57
35 4758 71
35 5031 4
35 5496 40
35 5582 15
35 6648 100
35 7042 67
35 7173 36
35 8092 22
35 8592 44
35 8924 53
35 8976 87
35 9278 20
36 73 51
36 1039 11
36 1641 24
36 2896 70
36 3265 6
36 3882 44
36 4066 12
36 4766 32
36 5098 93
36 5175 17
36 5319 100
36 5913 72
36 6034 40
36 6059 71
36 6393 37
36 6669 92
36 6948 58
36 7214 34
36 7514 29
36 8143 78
36 8212 11
36 8502 84
36 8552 77
36 9309 90
36 9433 92
36 9981 35
37 83 12
37 541 5
37 669 27
37 1098 92
37 1166 91
37 1190 23
37 1406 65
37 1414 91
37 1679 85
37 1792 14
37 2390 42
37 3448 28
37 5291 80
37 5684 85
37 5756 38
37 5831 71
37 6022 62
37 6625 82
37 6827 66
37 6970 3
37 7110 33
37 7360 33
37 7488 55
37 7652 60
37 8103 48
37 9010 78
37 9226 63
37 9610 11
37 9808 20
38 199 51
38 957 78
38 1750 42
38 1848 37
38 1945 21
38 2124 100
38 2219 13
38 2511 60
38 2850 57
38 3535 91
38 4042 53
38 4673 49
38 4737 15
38 6284 45
38 6766 19
38 6866 51
38 7623 2
38 8050 96
38 9300 22
39 415 32
39 823 2
39 1723 46
39 2491 62
39 2882 58
39 2961 11
39 2991 29
39 3655 6
39 4053 74
39 4205 38
39 4600 70
39 6114 97
39 7177 4
39 7461 22
39 7556 76
39 8380 19
39 9222 1
40 325 90
40 722 63
40 1006 55
40 2598 64
40 2647 44
40 3362 90
40 3563 51
40 4481 36
40 5310 16
40 5449 65
40 5645 95
40 5893 64
40 6561 59
40 7239 53
40 8380 93
40 8835 17
41 166 15
41 435 21
41 705 61
41 740 51
41 1417 69
41 1516 42
41 1780 48
41 1978 97
41 3333 88
41 4100 2
41 4564 35
41 5098 29
41 5299 72
41 5429 49
41 5542 76
41 5669 54
41 5675 72
41 6206 30
41 7010 94
41 7556 20
41 8079 72
41 8272 21
41 8300 65
41 8582 80
41 8657 31
41 8807 11
41 9054 81
41 9921 14
42 203 43
42 861 39
42 1282 83
42 2148 45
42 2562 29
42 3569 94
42 3692 76
42 3882 81
42 3947 1
42 4669 97
42 5076 48
42 5406 71
42 6516 88
42 7371 44
42 7586 34
42 7669 53
42 7769 62
42 8143 25
42 8386 1
42 8454 81
42 8571 79
42 9831 58
43 1617 24
43 1621 99
43 1745 15
43 1757 46
43 2299 63
43 2607 10
43 2710 11
43 2718 50
43 4097 19
43 4490 91
43 4591 56
43 4597 44
43 4727 56
43 4991 86
43 5000 35
43 5205 76
43 5531 22
43 6172 52
43 6409 27
43 6600 52
43 6749 60
43 6993 84
43 7071 15
43 7185 38
43 7714 80
43 7851 99
43 7891 1
43 7959 38
43 8260 86
43 8381 79
43 9094 85
43 9464 43
43 9634 16
43 9880 61
44 641 68
44 1359 41
44 1488 8
44 1547 67
44 1877 29
44 2032 63
44 2732 64
44 2742 70
44 2956 91
44 3002 24
44 3135 79
44 3378 14
44 4121 62
44 4322 11
44 4754 41
44 4853 79
44 5734 1
44 7279 95
44 7332 8
44 7589 57
44 7655 52
44 7841 87
44 8272 32
44 8364 45
44 8396 40
44 9710 77
45 855 85
45 2189 53
45 3099 9
45 4337 15
45 4765 55
45 5110 20
45 5818 29
45 6298 72
45 7740 71
45 9585 64
46 653 48
46 1080 25
46 1480 44
46 2480 55
46 2593 9
46 3392 82
46 3437 53
46 3826 89
46 4520 64
46 5322 60
46 5534 20
46 6337 80
46 7182 57
46 7251 62
46 7294 88
46 7860 54
46 8453 100
47 537 89
47 912 45
47 2145 81
47 3581 67
47 3675 84
47 3826 75
47 4217 37
47 4412 10
47 4428 68
47 5203 35
47 5401 40
47 5880 85
47 7504 52
47 7598 50
47 8250 67
47 9012 68
47 9038 11
48 320 90
48 541 28
48 850 74
48 963 82
48 1274 96
48 1382 37
48 1891 75
48 2253 36
48 2272 32
48 2978 73
48 3602 29
48 4209 99
48 5639 71
48 6151 88
48 6662 98
48 6973 90
48 8963 47
48 9358 91
48 9558 12
48 9603 13
49 210 64
49 345 13
49 371 82
49 446 52
49 1710 31
49 1771 22
49 2068 14
49 2807 29
49 2953 51
49 4802 1
49 5669 60
49 5871 55
49 5946 93
49 6187 95
49 6987 31
49 7089 33
49 7097 60
49 7446 78
49 7519 80
49 7730 33
49 7822 73
49 7965 84
49 7976 82
49 8807 54
50 122 23
50 1009 22
50 1133 57
50 1832 19
50 2103 92
50 2570 1
50 2578 97
50 3032 21
50 3301 5
50 4527 100
50 4659 30
50 5901 45
50 6388 76
50 6445 71
50 6579 17
50 7578 100
50 9548 81
51 858 19
51 1402 89
51 2079 53
51 2143 29
51 3214 1
51 3581 63
51 4753 41
51 4805 50
51 5440 86
51 5455 84
51 6041 16
51 6337 60
51 7604 79
51 7912 60
51 7934 62
51 8625 83
51 8829 49
51 9681 55
52 329 41
52 1076 82
52 1100 71
52 1172 29
52 1278 52
52 1654 45
52 2485 70
52 2833 96
52 2917 70
52 2942 11
52 2951 73
52 3031 24
52 3389 26
52 3878 20
52 4305 51
52 4716 32
52 4928 44
52 4969 47
52 5083 70
52 5324 71
52 5404 95
52 5415 11
52 5417 93
52 5609 65
52 5854 25
52 5904 62
52 6391 20
52 6886 21
52 7176 63
52 7594 62
52 7666 26
52 8232 35
52 8552 50
52 8885 91
52 9267 23
53 536 61
53 2618 94
53 2856 29
53 5224 23
53 5687 82
53 6382 67
53 7012 69
53 8074 24
53 9423 23
53 9931 40
54 167 18
54 432 94
54 634 65
54 954 79
54 1924 57
54 2044 72
54 2123 42
54 2321 56
54 2456 37
54 3590 90
54 4398 29
54 4495 21
54 4624 3
54 4754 13
54 4770 17
54 4921 48
54 5217 47
54 6105 52
54 6174 73
54 6810 12
54 7025 24
54 7106 37
54 7892 6
54 8006 8
54 8269 34
54 9094 67
54 9271 54
54 9737 13
55 283 26
55 900 41
55 1185 54
55 1486 58
55 2291 34
55 2468 96
55 2492 40
55 4534 52
55 4991 59
55 5199 95
55 5369 61
55 6825 39
55 6896 30
55 6927 76
55 8214 99
55 8556 93
56 1011 34
56 1053 63
56 1466 77
56 1499 37
56 2174 47
56 2208 74
56 2592 65
56 3282 85
56 3332 93
56 3661 20
56 3775 43
56 3782 29
56 4074 60
56 4270 63
56 4387 46
56 4710 17
56 5009 28
56 5031 73
56 6283 49
56 7923 1
56 8086 71
56 8387 99
56 8720 93
56 9174 46
56 9533 29
57 717 1
57 905 44
57 909 93
57 1609 64
57 1651 84
57 3212 73
57 3403 2
57 3698 10
57 4522 22
57 5146 87
57 5437 14
57 5980 70
57 6585 32
57 7763 58
57 8204 20
57 9852 87
58 840 57
58 1273 17
58 1515 55
58 1991 55
58 2209 15
58 2279 16
58 2419 38
58 2776 67
58 3067 98
58 3388 78
58 4020 61
58 5457 13
58 5948 92
58 6169 32
58 7043 75
58 7163 64
58 7168 78
58 7730 25
58 9214 85
58 9259 34
58 9460 51
58 9753 28
58 9803 100
58 9933 30
59 1006 10
59 1088 45
59 1689 65
59 1823 52
59 2357 13
59 2378 80
59 3585 35
59 3935 8
59 4488 84
59 5410 1
59 5672 60
59 7421 11
59 7892 54
59 8192 92
59 8514 22
59 8693 26
59 9074 54
59 9443 30
59 9884 97
59 9890 54
60 114 62
60 273 59
60 275 92
60 452 64
60 1662 21
60 1876 69
60 2475 88
60 3372 27
60 4414 73
60 6052 20
60 6126 42
60 8010 5
61 496 52
61 603 93
61 2132 46
61 2478 71
61 3174 75
61 4243 63
61 4387 77
61 4406 18
61 5239 27
61 5643 14
61 5671 45
61 5700 72
61 6816 80
61 7179 36
61 8368 30
62 571 89
62 1045 49
62 2245 79
62 2355 18
62 3179 24
62 3831 39
62 3924 9
62 4551 30
62 4602 27
62 4605 69
62 5296 7
62 5510 100
62 5841 56
62 6452 30
62 7898 77
62 8384 89
62 8596 97
62 8792 20
62 8954 65
62 9047 38
62 9470 17
63 681 19
63 2054 92
63 2103 84
63 2816 99
63 3013 21
63 3092 49
63 3258 62
63 3267 52
63 3813 19
63 4537 78
63 4812 47
63 5469 62
63 6424 79
63 6567 29
63 7115 64
63 7330 36
63 8111 7
63 8711 9
63 9262 69
63 9467 80
64 68 20
64 117 24
64 488 78
64 520 93
64 587 54
64 788 79
64 1202 54
64 1658 96
64 2584 72
64 2662 76
64 3280 5
64 3413 63
64 3712 33
64 4024 20
64 4676 32
64 5771 36
64 6176 69
64 6837 69
64 6945 11
64 6996 35
64 7368 71
64 7378 79
64 7484 66
64 8539 46
64 9389 80
65 185 76
65 606 28
65 1181 88
65 2151 64
65 2186 38
65 2408 67
65 2560 35
65 2951 84
65 3397 76
65 3558 85
65 4328 56
65 5154 57
65 5242 100
65 5636 65
65 6871 94
65 6882 87
65 7671 34
65 7891 25
65 8416 48
65 8742 95
65 9558 31
66 469 68
66 625 66
66 776 11
66 3514 83
66 3710 6
66 4077 15
66 5823 53
66 6509 42
66 6572 86
66 7484 92
66 7708 7
66 8343 61
66 9308 61
66 9816 13
67 398 4
67 1084 31
67 3447 86
67 3523 1
67 3683 86
67 4035 68
67 4242 85
67 5167 89
67 6292 1
67 6447 87
67 6678 1
67 7448 96
67 8268 100
67 9541 3
68 2456 29
68 2761 84
68 3014 18
68 3150 37
68 3408 3
68 3421 90
68 3992 79
68 4337 26
68 4486 90
68 4602 23
68 4661 96
68 5350 6
68 5568 20
68 5575 92
68 5858 22
68 6076 75
68 7312 15
68 7421 63
68 7552 7
68 7582 84
68 7961 27
68 7997 20
68 8569 2
68 9575 31
68 9987 45
69 522 76
69 1914 59
69 1925 63
69 2026 32
69 2102 37
69 2165 21
69 2331 9
69 2632 25
69 2753 48
69 3780 9
69 3917 12
69 4280 98
69 4941 1
69 5361 15
69 5552 97
69 6050 100
69 6236 46
69 6534 34
69 7301 63
69 7643 40
69 8221 55
69 8426 22
69 9354 87
70 418 37
70 1471 11
70 1878 63
70 3087 74
70 3409 94
70 3453 36
70 3781 89
70 5011 72
70 5303 39
70 5630 22
70 6572 92
70 6748 14
70 6776 61
70 7141 58
70 7254 93
70 7484 44
70 8264 76
71 934 69
71 962 14
71 1030 16
71 1516 37
71 3193 92
71 3395 48
71 3441 70
71 3783 33
71 4376 35
71 4412 29
71 4500 44
71 5354 80
71 7394 7
71 8226 55
71 8597 8
71 8602 38
71 8909 4
71 8958 22
72 420 48
72 2050 35
72 2632 50
72 3485 17
72 3603 60
72 4365 39
72 4577 51
72 6441 84
72 6952 87
72 7086 97
72 7509 86
72 7782 25
72 8193 23
72 8221 64
72 8332 82
72 8766 13
72 8793 52
72 9898 3
73 327 96
73 492 37
73 892 55
73 922 9
73 1311 81
73 1527 32
73 3052 31
73 3822 96
73 4390 15
73 4670 13
73 4979 37
73 5992 38
73 6545 10
73 6773 86
73 6946 20
73 7191 82
73 7245 11
73 7384 9
73 8143 10
73 9638 40
74 151 68
74 475 20
74 720 67
74 1863 100
74 2247 21
74 2252 16
74 2273 78
74 2724 23
74 3984 43
74 4226 81
74 4621 82
74 5092 86
74 5483 31
74 5614 26
74 5771 37
74 6351 95
74 6373 46
74 6867 3
74 7472 34
74 7753 81
74 7755 57
74 8500 35
74 8533 18
74 9154 82
74 9431 82
74 9573 59
74 9727 6
75 1209 93
75 1316 61
75 1562 52
75 2136 2
75 3996 43
75 4256 45
75 6279 36
75 6612 56
75 6998 73
75 7627 44
75 8782 23
75 9518 14
76 101 42
76 863 82
76 1392 80
76 1675 19
76 3103 61
76 3106 30
76 4009 56
76 4852 83
76 5911 65
76 5952 33
76 6640 14
76 6800 96
76 8817 29
76 8851 5
77 534 56
77 1503 12
77 1605 82
77 1772 11
77 1929 5
77 2441 52
77 3083 17
77 3351 62
77 3488 65
77 8131 6
77 8142 23
77 8308 14
77 9685 44
77 9978 37
78 949 19
78 1597 95
78 1763 89
78 1853 44
78 2438 40
78 2887 3
78 3498 44
78 3535 71
78 3811 20
78 5079 13
78 7342 18
78 8216 33
78 8320 83
78 8759 98
78 9249 60
78 9334 74
79 493 91
79 1043 20
79 1400 11
79 1483 12
79 1570 16
79 1918 79
79 2318 43
79 2526 46
79 2693 71
79 4580 63
79 4611 9
79 4932 84
79 5051 100
79 5301 10
79 5304 14
79 6109 51
79 7122 52
79 7358 66
79 8711 3
80 113 18
80 494 54
80 503 100
80 546 17
80 779 85
80 965 70
80 1172 43
80 2581 4
80 3715 16
80 5062 30
80 5118 58
80 5161 83
80 5826 65
80 5957 53
80 7313 55
80 7956 27
80 8785 28
80 9389 56
80 9588 60
80 9892 53
81 152 87
81 487 23
81 1477 30
81 2067 87
81 2923 50
81 3447 80
81 5913 99
81 6148 91
81 6490 4
81 7559 87
81 7687 44
81 7891 28
81 8794 86
81 9017 99
81 9453 88
81 9918 18
82 252 32
82 824 77
82 2344 62
82 2378 64
82 2474 15
82 2736 84
82 3268 33
82 4115 23
82 4631 12
82 4914 92
82 5687 72
82 6271 43
82 8341 34
82 9446 54
82 9473 31
82 9987 81
83 364 5
83 373 16
83 1157 88
83 1227 11
83 1954 82
83 2859 59
83 4276 87
83 4363 34
83 4484 41
83 6022 60
83 6054 37
83 6108 63
83 6402 39
83 7646 55
83 7973 27
83 8921 27
83 9485 13
83 9597 96
83 9710 22
83 9849 78
84 987 42
84 1375 59
84 1526 55
84 1542 21
84 1982 98
84 2681 28
84 3353 52
84 4193 63
84 4330 33
84 5164 38
84 7161 5
84 7422 58
84 7501 6
84 7600 8
84 8304 44
84 8627 59
84 9180 40
84 9760 44
85 1370 98
85 2696 82
85 3816 66
85 3821 58
85 4180 6
85 4432 18
85 5270 13
85 5420 25
85 6073 85
85 6414 60
85 6666 100
85 8264 17
85 9348 41
86 1067 52
86 3263 47
86 4131 23
86 4344 94
86 4391 16
86 4454 50
86 6953 62
86 8869 50
86 9419 32
86 9433 97
86 9758 24
86 9807 97
87 381 45
87 766 51
87 1396 39
87 2711 32
87 3166 60
87 3272 36
87 3981 66
87 4421 2
87 4451 88
87 4580 38
87 4686 49
87 8121 21
87 8421 25
87 8951 95
87 9068 76
87 9401 4
87 9843 90
88 740 87
88 1871 46
88 2371 44
88 2691 58
88 3948 33
88 4958 62
88 4976 79
88 5112 5
88 5167 3
88 5507 32
88 5538 21
88 6055 87
88 6239 31
88 7380 44
88 7490 68
88 7888 49
88 9426 45
89 602 18
89 610 50
89 656 26
89 982 74
89 1020 64
89 1190 17
89 1753 81
89 1759 49
89 2011 80
89 3104 58
89 3843 15
89 4545 6
89 5607 90
89 5775 8
89 5777 6
89 6572 28
89 6843 15
89 7615 16
89 8578 9
89 9347 98
90 189 50
90 1113 96
90 1172 30
90 1207 27
90 1589 67
90 2118 99
90 2536 86
90 2572 63
90 3074 19
90 3391 54
90 3487 80
90 3959 4
90 4050 84
90 4176 24
90 5484 60
90 6024 22
90 6257 75
90 7841 35
90 7895 76
90 8338 3
90 8939 37
90 9585 80
90 9625 16
91 268 51
91 390 14
91 574 51
91 1138 93
91 1630 49
91 2087 84
91 2857 82
91 3399 48
91 3659 9
91 3773 7
91 4126 79
91 5272 7
91 5528 68
91 5883 15
91 6147 11
91 6371 71
91 7593 59
91 8237 18
91 8584 47
92 581 5
92 798 57
92 835 64
92 2178 38
92 2675 99
92 2690 35
92 2771 57
92 3315 9
92 3394 13
92 3518 14
92 3887 81
92 3902 25
92 4648 5
92 4870 14
92 5856 74
92 5875 63
92 6252 80
92 6336 78
92 6394 70
92 6438 48
92 6823 32
92 6852 54
92 8822 34
92 9247 40
92 9485 21
92 9791 95
93 161 98
93 351 25
93 438 72
93 820 59
93 1167 21
93 1826 49
93 1875 19
93 1997 2
93 2156 18
93 2205 93
93 4662 14
93 4784 81
93 4967 57
93 5642 41
93 5796 95
93 6125 69
93 6281 71
93 7278 64
93 8589 50
93 9678 35
93 9959 26
94 245 72
94 259 92
94 489 51
94 637 18
94 667 11
94 1396 55
94 1443 26
94 1456 2
94 1907 95
94 3952 93
94 4176 35
94 4337 71
94 5222 47
94 6069 88
94 6878 22
94 6907 66
94 7261 90
94 8134 72
94 8153 66
94 9385 61
94 9629 11
94 9791 76
95 1126 10
95 2674 95
95 3178 24
95 3304 35
95 4339 75
95 5798 15
95 6155 95
95 6726 24
95 7303 76
95 7317 78
95 8258 58
95 9200 28
95 9242 23
95 9549 75
96 1217 73
96 1882 40
96 1998 40
96 2133 84
96 2171 18
96 2346 31
96 2520 91
96 2634 7
96 2730 97
96 2911 13
96 3710 96
96 4630 39
96 5260 17
96 5663 22
96 5746 85
96 6156 28
96 7317 79
96 8392 61
96 9991 73
97 273 88
97 3920 36
97 5639 82
97 5750 27
97 8191 95
97 8199 31
97 9858 96
98 121 59
98 164 20
98 399 13
98 2930 44
98 3365 13
98 3574 7
98 3698 29
98 3942 94
98 4145 27
98 5016 27
98 5300 27
98 5487 34
98 5538 82
98 6639 97
98 7590 93
98 8071 62
98 8398 10
98 8421 78
98 8502 25
98 9408 23
98 9626 41
98 9641 53
98 9858 16
99 244 81
99 1069 93
99 1095 52
99 1433 53
99 2439 74
99 2644 78
99 3614 18
99 3984 27
99 4068 66
99 4167 62
99 4725 40
99 4906 50
99 6921 8
99 7033 20
99 7529 31
99 7602 77
99 7646 26
99 8206 82
99 8644 28
99 9774 60
99 9884 98
99 9891 94
100 1522 26
100 1768 30
100 1826 23
100 2619 49
100 3736 54
100 4215 80
100 5124 69
100 5617 28
100 5710 25
100 5790 32
100 6074 78
100 6344 7
100 7238 1
100 7438 73
100 8325 2
100 8360 31
100 9187 99
101 623 78
101 968 50
101 1208 95
101 1286 28
101 1414 53
101 1672 60
101 2122 78
101 2642 71
101 4405 52
101 4569 25
101 4830 85
101 6082 21
101 6520 16
101 9152 20
101 9393 78
102 132 96
102 315 96
102 1110 65
102 1572 1
102 2084 19
102 2152 18
102 2564 24
102 2667 18
102 2728 55
102 3009 69
102 3346 88
102 4650 76
102 4906 14
102 5451 23
102 5538 58
102 6280 17
102 6475 83
102 7183 43
102 7679 63
102 8116 9
102 8910 41
102 9402 6
102 9527 71
103 410 7
103 899 2
103 926 20
103 1667 21
103 2182 63
103 2551 18
103 2912 36
103 3042 53
103 3635 95
103 4150 36
103 4477 11
